German Cancer Research Center (DKFZ) - Heidelberg - Germany 
 https://RBP2GO.dkfz.de 
 Wassmer et al., 2023 
 
 
"InterPro_ID"	"Type"	"InterPro_Name"	"Selection"
"IPR034427"	"Domain"	"ESRP1, RNA recognition motif 1"	"Selected"
"IPR034434"	"Domain"	"Probable RNA-binding protein 46, RNA recognition motif 1"	"Selected"
"IPR034435"	"Domain"	"Probable RNA-binding protein 46, RNA recognition motif 2"	"Selected"
"IPR034440"	"Domain"	"Putative RNA-binding protein 47, RNA recognition motif 2"	"Selected"
"IPR034445"	"Domain"	"Putative RNA-binding protein 47, RNA recognition motif 3"	"Selected"
"IPR034451"	"Domain"	"Putative RNA-binding protein 27, RNA recognition motif"	"Selected"
"IPR034453"	"Domain"	"MEI2-like, RNA recognition motif 1"	"Selected"
"IPR034454"	"Domain"	"MEI2-like, RNA recognition motif 3"	"Selected"
"IPR034458"	"Domain"	"Terminal EAR1-like, RNA recognition motif 3"	"Selected"
"IPR034467"	"Domain"	"Set1A, RNA recognition motif"	"Selected"
"IPR034468"	"Domain"	"Set1B, RNA recognition motif"	"Selected"
"IPR034469"	"Domain"	"Ribosome biogenesis protein 15, RNA recognition motif"	"Selected"
"IPR034470"	"Domain"	"RBM15, RNA recognition motif 1"	"Selected"
"IPR034472"	"Domain"	"RBM15, RNA recognition motif 2"	"Selected"
"IPR034473"	"Domain"	"RBM15, RNA recognition motif 3"	"Selected"
"IPR034475"	"Domain"	"RBM15B, RNA recognition motif 1"	"Selected"
"IPR034482"	"Domain"	"Mrd1, RNA recognition motif 3"	"Selected"
"IPR034486"	"Domain"	"hnRNP A2/B1, RNA recognition motif 1"	"Selected"
"IPR034500"	"Domain"	"RBM7, RNA recognition motif"	"Selected"
"IPR034501"	"Domain"	"RBM11, RNA recognition motif"	"Selected"
"IPR034502"	"Domain"	"Raly, RNA recognition motif"	"Selected"
"IPR034503"	"Domain"	"SRSF9, RNA recognition motif  1"	"Selected"
"IPR034504"	"Domain"	"RALYL, RNA recognition motif"	"Selected"
"IPR034506"	"Domain"	"RBM14, RNA recognition motif 1"	"Selected"
"IPR034507"	"Domain"	"RBM14, RNA recognition motif 2"	"Selected"
"IPR034509"	"Domain"	"Pub1, RNA recognition motif 1"	"Selected"
"IPR034510"	"Domain"	"SECp43, RNA recognition motif 2"	"Selected"
"IPR034511"	"Domain"	"SRSF6, RNA recognition motif  1"	"Selected"
"IPR034513"	"Domain"	"hnRNP A3, RNA recognition motif 1"	"Selected"
"IPR034516"	"Domain"	"hnRNP A3, RNA recognition motif 2"	"Selected"
"IPR034517"	"Domain"	"PARP-14, RNA recognition motif 2"	"Selected"
"IPR034520"	"Domain"	"SRSF1, RNA recognition motif  1"	"Selected"
"IPR034522"	"Domain"	"PSP1, RNA recognition motif 1"	"Selected"
"IPR034523"	"Domain"	"PSP1, RNA recognition motif 2"	"Selected"
"IPR034525"	"Domain"	"PSF, RNA recognition motif 1"	"Selected"
"IPR034526"	"Domain"	"PSF, NOPS domain"	"Selected"
"IPR034535"	"Domain"	"RBM15B, RNA recognition motif 2"	"Selected"
"IPR034536"	"Domain"	"RBM15B, RNA recognition motif 3"	"Selected"
"IPR034538"	"Domain"	"ACF, RNA recognition motif 1"	"Selected"
"IPR034539"	"Domain"	"ACF, RNA recognition motif 3"	"Selected"
"IPR034544"	"Domain"	"Heterogeneous nuclear ribonucleoprotein Q, RNA recognition motif 1"	"Selected"
"IPR034548"	"Domain"	"Heterogeneous nuclear ribonucleoprotein Q, RNA recognition motif 2"	"Selected"
"IPR034552"	"Domain"	"p54nrb, RNA recognition motif 1"	"Selected"
"IPR034562"	"Domain"	"U2 small nuclear ribonucleoprotein B'', RNA recognition motif  2"	"Selected"
"IPR034564"	"Domain"	"U2 small nuclear ribonucleoprotein B'', RNA recognition motif 1"	"Selected"
"IPR034588"	"Domain"	"RBM12B, RNA recognition motif 2"	"Selected"
"IPR034591"	"Domain"	"RBM12, RNA recognition motif 1"	"Selected"
"IPR034594"	"Domain"	"RBM12, RNA recognition motif 2"	"Selected"
"IPR034630"	"Domain"	"MEF-2, RNA recognition motif 1"	"Selected"
"IPR034631"	"Domain"	"MEF-2, RNA recognition motif 3"	"Selected"
"IPR034633"	"Domain"	"Ribonucleoprotein PTB-binding 1, RNA recognition motif 1"	"Selected"
"IPR034637"	"Domain"	"Negative elongation factor E, RNA recognition motif"	"Selected"
"IPR034639"	"Domain"	"Pub1, RNA recognition motif 3"	"Selected"
"IPR034645"	"Domain"	"FCA, RNA recognition motif 2"	"Selected"
"IPR034648"	"Domain"	"CELF-3/4/5/6, RNA recognition motif 1"	"Selected"
"IPR034651"	"Domain"	"SRSF7, RNA recognition motif"	"Selected"
"IPR034652"	"Domain"	"Signal recognition particle subunit SRP68, RNA-binding domain"	"Selected"
"IPR034653"	"Domain"	"SPF45, RNA recognition motif"	"Selected"
"IPR034773"	"Domain"	"CPSF7, RNA recognition motif"	"Selected"
"IPR034775"	"Domain"	"Splicing factor ELAV/Hu, RNA recognition motif 1"	"Selected"
"IPR034784"	"Domain"	"PDIP3, RNA recognition motif"	"Selected"
"IPR034787"	"Domain"	"RBPMS2, RNA recognition motif"	"Selected"
"IPR034790"	"Domain"	"RBM20, RNA recognition motif"	"Selected"
"IPR034792"	"Domain"	"PTBPH1/PTBPH2, RNA recognition motif 1"	"Selected"
"IPR034793"	"Domain"	"PTBPH1/PTBPH2, RNA recognition motif 2"	"Selected"
"IPR034794"	"Domain"	"PTBPH1/PTBPH2, RNA recognition motif 3"	"Selected"
"IPR034795"	"Domain"	"PTBPH3, RNA recognition motif 1"	"Selected"
"IPR034796"	"Domain"	"PTBPH3, RNA recognition motif 2"	"Selected"
"IPR034797"	"Domain"	"PTBPH3, RNA recognition motif 3"	"Selected"
"IPR034798"	"Domain"	"Polypyrimidine tract-binding protein1/2/3, RNA recognition motif 2"	"Selected"
"IPR034799"	"Domain"	"PTBP2, RNA recognition motif 3"	"Selected"
"IPR034800"	"Domain"	"PTBP2, RNA recognition motif 4"	"Selected"
"IPR034801"	"Domain"	"hnRNP A0, RNA recognition motif 1"	"Selected"
"IPR034803"	"Domain"	"hnRNP A1, RNA recognition motif 2"	"Selected"
"IPR034806"	"Domain"	"Nop4, RNA recognition motif 2"	"Selected"
"IPR034808"	"Domain"	"Nop4, RNA recognition motif 3"	"Selected"
"IPR034816"	"Domain"	"hnRNP-L, RNA recognition motif 3"	"Selected"
"IPR034817"	"Domain"	"hnRNP-L, RNA recognition motif 4"	"Selected"
"IPR034827"	"Domain"	"TIA-1, RNA recognition motif 1"	"Selected"
"IPR034830"	"Domain"	"TIA-1, RNA recognition motif 2"	"Selected"
"IPR034832"	"Domain"	"TIA-1, RNA recognition motif 3"	"Selected"
"IPR034833"	"Domain"	"PGC-1alpha, RNA recognition motif"	"Selected"
"IPR034834"	"Domain"	"PGC-1-related coactivator, RNA recognition motif"	"Selected"
"IPR034837"	"Domain"	"IGF2BP1, RNA recognition motif 1"	"Selected"
"IPR034842"	"Domain"	"IGF2BP1, RNA recognition motif 2"	"Selected"
"IPR034843"	"Domain"	"IGF2BP2, RNA recognition motif 1"	"Selected"
"IPR034844"	"Domain"	"IGF2BP3, RNA recognition motif 2"	"Selected"
"IPR034845"	"Domain"	"hnRNP A1, RNA recognition motif 1"	"Selected"
"IPR034846"	"Domain"	"hnRNPAB, RNA recognition motif 1"	"Selected"
"IPR034847"	"Domain"	"hnRNP DL, RNA recognition motif 1"	"Selected"
"IPR034854"	"Domain"	"RBM12, RNA recognition motif 5"	"Selected"
"IPR034855"	"Domain"	"RBM12, RNA recognition motif 3"	"Selected"
"IPR034856"	"Domain"	"RBM12, RNA recognition motif 4"	"Selected"
"IPR034858"	"Domain"	"RBM12B, RNA recognition motif 3"	"Selected"
"IPR034859"	"Domain"	"RBM26, RNA recognition motif 1"	"Selected"
"IPR034869"	"Domain"	"EWS, RNA recognition motif"	"Selected"
"IPR034878"	"Domain"	"Plant La-related protein, RNA recognition motif"	"Selected"
"IPR034880"	"Domain"	"La-related protein 6, RNA recognition motif"	"Selected"
"IPR034887"	"Domain"	"LARP7, RNA recognition motif 1"	"Selected"
"IPR034890"	"Domain"	"Rrp7A, RNA recognition motif"	"Selected"
"IPR034894"	"Domain"	"Nrd1/Seb1, RNA recognition motif"	"Selected"
"IPR034897"	"Domain"	"RBM4, RNA recognition motif 1"	"Selected"
"IPR034898"	"Domain"	"RBM4, RNA recognition motif 2"	"Selected"
"IPR034900"	"Domain"	"LARP5, RNA recognition motif"	"Selected"
"IPR034903"	"Domain"	"LARP4, RNA recognition motif"	"Selected"
"IPR034910"	"Domain"	"LARP7, RNA recognition motif 2"	"Selected"
"IPR034914"	"Domain"	"HuB, RNA recognition motif 3"	"Selected"
"IPR034915"	"Domain"	"HuC, RNA recognition motif 3"	"Selected"
"IPR034918"	"Domain"	"HuD, RNA recognition motif 3"	"Selected"
"IPR034919"	"Domain"	"Calcipressin-2, RNA recognition motif"	"Selected"
"IPR034924"	"Domain"	"TNRC6A, RNA recognition motif"	"Selected"
"IPR034925"	"Domain"	"TNRC6B, RNA recognition motif"	"Selected"
"IPR034927"	"Domain"	"TNRC6C, RNA recognition motif"	"Selected"
"IPR034928"	"Domain"	"Matrin-3, RNA recognition motif 1"	"Selected"
"IPR034930"	"Domain"	"Matrin-3, RNA recognition motif 2"	"Selected"
"IPR034932"	"Domain"	"BRAP2, RNA recognition motif"	"Selected"
"IPR034967"	"Domain"	"CCR4-NOT transcription complex subunit 6-like"	"Selected"
"IPR034969"	"Domain"	"hnRNPH3, RNA recognition motif 3"	"Selected"
"IPR034970"	"Domain"	"hnRNPH3, RNA recognition motif 2"	"Selected"
"IPR034971"	"Domain"	"Synaptojanin-1, RNA recognition motif"	"Selected"
"IPR034973"	"Domain"	"Synaptojanin-2, RNA recognition motif"	"Selected"
"IPR034977"	"Domain"	"CPEB-1, RNA recognition motif 1"	"Selected"
"IPR034979"	"Domain"	"UPF3B, RNA recognition motif-like domain"	"Selected"
"IPR034983"	"Domain"	"hnRPLL, RNA recognition motif 3"	"Selected"
"IPR034985"	"Domain"	"hnRPLL, RNA recognition motif 1"	"Selected"
"IPR034986"	"Domain"	"hnRPLL, RNA recognition motif 2"	"Selected"
"IPR034987"	"Domain"	"hnRPLL, RNA recognition motif 4"	"Selected"
"IPR034990"	"Domain"	"hnRNPM, RNA recognition motif 3"	"Selected"
"IPR034991"	"Domain"	"RNA-binding protein 5, RNA recognition motif 1"	"Selected"
"IPR034992"	"Domain"	"RNA-binding protein 10, RNA recognition motif 2"	"Selected"
"IPR034993"	"Domain"	"RNA-binding protein 5, RNA recognition motif 2"	"Selected"
"IPR034995"	"Domain"	"SRSF9, RNA recognition motif 2"	"Selected"
"IPR034996"	"Domain"	"HuR, RNA recognition motif 2"	"Selected"
"IPR034999"	"Domain"	"HuB, RNA recognition motif 2"	"Selected"
"IPR035000"	"Domain"	"PTBP1,  RNA recognition motif 1"	"Selected"
"IPR035001"	"Domain"	"PTBP1, RNA recognition motif 3"	"Selected"
"IPR035002"	"Domain"	"PTBP2, RNA recognition motif 1"	"Selected"
"IPR035005"	"Domain"	"hnRNP-L, RNA recognition motif 1"	"Selected"
"IPR035008"	"Domain"	"hnRNP-L, RNA recognition motif 2"	"Selected"
"IPR035009"	"Domain"	"SR140, RNA recognition motif"	"Selected"
"IPR035018"	"Domain"	"Spt6, SH2 domain, C terminus"	"Selected"
"IPR035019"	"Domain"	"Spt6, SH2 domain, N terminus"	"Selected"
"IPR035082"	"Domain"	"Nrap protein domain 1"	"Selected"
"IPR035236"	"Domain"	"RNA chaperone ProQ, C-terminal"	"Selected"
"IPR035300"	"Domain"	"L1 transposable element, dsRBD-like domain"	"Selected"
"IPR035420"	"Domain"	"Spt6, SH2 domain"	"Selected"
"IPR035467"	"Domain"	"Putative ATP-dependent RNA helicase YLR419W-like, UBA domain"	"Selected"
"IPR035585"	"Domain"	"Serine/arginine-rich splicing factor SRSF4-like, RNA recognition motif 1"	"Selected"
"IPR035587"	"Domain"	"DUS-like, FMN-binding domain"	"Selected"
"IPR035617"	"Domain"	"RBM6, OCRE domain"	"Selected"
"IPR035618"	"Domain"	"RBM10, OCRE domain"	"Selected"
"IPR035622"	"Domain"	"ZOP1, OCRE domain"	"Selected"
"IPR035623"	"Domain"	"SUA-like, OCRE domain"	"Selected"
"IPR035625"	"Domain"	"Tfc3, extended winged-helix domain"	"Selected"
"IPR035684"	"Domain"	"Arginyl-tRNA synthetase, catalytic core domain"	"Selected"
"IPR035778"	"Domain"	"Heterogeneous nuclear ribonucleoprotein U, SPRY domain"	"Selected"
"IPR035782"	"Domain"	"Ran binding protein 9/10, SPRY domain"	"Selected"
"IPR037314"	"Domain"	"Post-transcriptional regulator MKT1, H3TH domain"	"Selected"
"IPR037319"	"Domain"	"Rrp40, S1 domain"	"Selected"
"IPR037406"	"Domain"	"HTH-type transcriptional regulator MetR, PBP2 domain"	"Selected"
"IPR037503"	"Domain"	"rRNA-processing protein Fcf1, PIN domain"	"Selected"
"IPR037517"	"Domain"	"Hepatitis delta antigen (HDAg) domain"	"Selected"
"IPR037551"	"Domain"	"DAZ, RNA recognition motif, vertebrates"	"Selected"
"IPR037632"	"Domain"	"ZCCH14, SAM domain"	"Selected"
"IPR037634"	"Domain"	"Protein Smaug, SAM domain"	"Selected"
"IPR037635"	"Domain"	"VTS1, SAM domain"	"Selected"
"IPR037875"	"Domain"	"Ribosome biogenesis protein Bms1, N-terminal"	"Selected"
"IPR037974"	"Domain"	"BICC1, SAM domain"	"Selected"
"IPR039054"	"Domain"	"Int12, PHD finger"	"Selected"
"IPR039157"	"Domain"	"RNA-binding protein 18, RNA recognition motif"	"Selected"
"IPR039432"	"Domain"	"SRP9 domain"	"Selected"
"IPR039467"	"Domain"	"Transcription factor TFIIIB component B'', Myb domain"	"Selected"
"IPR039511"	"Domain"	"RBM26-like, RNA recognition motif 2"	"Selected"
"IPR040447"	"Domain"	"Rrp7, RRM-like N-terminal domain"	"Selected"
"IPR040472"	"Domain"	"Synaptic functional regulator FMRP, KH0 domain"	"Selected"
"IPR040476"	"Domain"	"RNase II/RNase R, cold shock domain"	"Selected"
"IPR040594"	"Domain"	"Unkempt, zinc finger domain 1"	"Selected"
"IPR040598"	"Domain"	"UPF0113, pre-PUA domain"	"Selected"
"IPR040724"	"Domain"	"PheRS, DNA binding domain 1"	"Selected"
"IPR040725"	"Domain"	"PheRS, DNA binding domain 3"	"Selected"
"IPR040746"	"Domain"	"THO1_MOS11, C-terminal domain"	"Selected"
"IPR040812"	"Domain"	"RNA helicase UPF1, 1B domain"	"Selected"
"IPR040941"	"Domain"	"Exuperantia, SAM-like domain"	"Selected"
"IPR040992"	"Domain"	"Xrn1, D1 domain"	"Selected"
"IPR041044"	"Domain"	"Nuclear polyadenylated RNA-binding 2 protein, CCCH zinc finger 1"	"Selected"
"IPR041095"	"Domain"	"Elongation Factor G, domain II"	"Selected"
"IPR041105"	"Domain"	"TAR DNA-binding protein 43, N-terminal"	"Selected"
"IPR041139"	"Domain"	"Major vault protein repeat domain"	"Selected"
"IPR041174"	"Domain"	"Krr1, KH1 domain"	"Selected"
"IPR041204"	"Domain"	"RIG-I receptor, C-terminal"	"Selected"
"IPR041249"	"Domain"	"DZIP3-like HEPN domain"	"Selected"
"IPR041385"	"Domain"	"5'-3' exoribonuclease 1, SH3-like domain"	"Selected"
"IPR041499"	"Domain"	"Transcription factor IIIC subunit Tfc1/Sfc1, triple barrel domain"	"Selected"
"IPR041591"	"Domain"	"OCRE domain"	"Selected"
"IPR041631"	"Domain"	"Alpha-dystroglycan N-terminal domain 2"	"Selected"
"IPR041677"	"Domain"	"DNA2/NAM7 helicase, helicase domain"	"Selected"
"IPR041686"	"Domain"	"Zinc-finger CCCH domain"	"Selected"
"IPR041703"	"Domain"	"Transcription termination factor Rho, ATP binding domain"	"Selected"
"IPR041706"	"Domain"	"YchF, N-terminal"	"Selected"
"IPR041709"	"Domain"	"Elongation factor Tu (EF-Tu), GTP-binding domain"	"Selected"
"IPR041715"	"Domain"	"Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain"	"Selected"
"IPR041801"	"Domain"	"NEDD4-binding protein 2, CUE domain"	"Selected"
"IPR041803"	"Domain"	"RNA polymerase II degradation factor 1, CUE domain"	"Selected"
"IPR041901"	"Domain"	"Rpa43, N-terminal ribonucleoprotein (RNP) domain"	"Selected"
"IPR041915"	"Domain"	"Tudor domain-containing protein 3, UBA domain"	"Selected"
"IPR041917"	"Domain"	"Trinucleotide repeat-containing gene 6C protein, UBA domain"	"Selected"
"IPR041973"	"Domain"	"Spt5, KOW domain repeat 1"	"Selected"
"IPR041975"	"Domain"	"Spt5, KOW domain repeat 2"	"Selected"
"IPR041976"	"Domain"	"Spt5, KOW domain repeat 3"	"Selected"
"IPR041977"	"Domain"	"Spt5, KOW domain repeat 4"	"Selected"
"IPR041978"	"Domain"	"Spt5, KOW domain repeat 5"	"Selected"
"IPR041980"	"Domain"	"Spt5, KOW domain repeat 6"	"Selected"
"IPR041982"	"Domain"	"Ribosomal protein S4, KOW domain"	"Selected"
"IPR041985"	"Domain"	"Ribosomal protein L14, KOW motif"	"Selected"
"IPR041988"	"Domain"	"Ribosomal protein L26/L24, KOW domain"	"Selected"
"IPR041991"	"Domain"	"Eukaryotic Ribosomal Protein L27, KOW domain"	"Selected"
"IPR041993"	"Domain"	"G-patch domain and KOW motifs-containing protein, KOW 1"	"Selected"
"IPR041994"	"Domain"	"G-patch domain and KOW motifs-containing protein, KOW 2"	"Selected"
"IPR041995"	"Domain"	"Kin17, KOW domain"	"Selected"
"IPR041997"	"Domain"	"Ribosomal Protein L6, KOW domain"	"Selected"
"IPR043628"	"Domain"	"DAZ domain"	"Selected"
"IPR043636"	"Domain"	"L1 transposable element, RRM domain"	"Selected"
"IPR043866"	"Domain"	"E3 ubiquitin-protein ligase TTC3/DZIP3 domain"	"Selected"
"IPR044113"	"Domain"	"DDX41, DEAD-box helicase domain"	"Selected"
"IPR044126"	"Domain"	"IF2a, S1-like domain"	"Selected"
"IPR044136"	"Domain"	"Lysine-tRNA ligase, class II, N-terminal"	"Selected"
"IPR044140"	"Domain"	"Proline--tRNA ligase, anticodon binding domain"	"Selected"
"IPR044146"	"Domain"	"Tex, S1 domain"	"Selected"
"IPR044340"	"Domain"	"Helicase Sen1, 1B domain"	"Selected"
"IPR044441"	"Domain"	"Dicer, double-stranded RNA-binding domain"	"Selected"
"IPR044442"	"Domain"	"RNase III, double-stranded RNA binding domain, animal"	"Selected"
"IPR044443"	"Domain"	"54S ribosomal protein L3, double-stranded RNA binding domain"	"Selected"
"IPR044444"	"Domain"	"MRPL44, double-stranded RNA binding domain"	"Selected"
"IPR044445"	"Domain"	"DHX9, first double-stranded RNA binding domain"	"Selected"
"IPR044446"	"Domain"	"DHX9, second double-stranded RNA binding domain"	"Selected"
"IPR044447"	"Domain"	"DHX9, DEXH-box helicase domain"	"Selected"
"IPR044448"	"Domain"	"DND1, double-stranded RNA binding domain"	"Selected"
"IPR044449"	"Domain"	"Rnt1/Pac1, double-stranded RNA binding domain, fungi"	"Selected"
"IPR044450"	"Domain"	"AtDRB-like, first double-stranded RNA binding domain, plant"	"Selected"
"IPR044451"	"Domain"	"AtDRB-like, second double-stranded RNA binding domain, plant"	"Selected"
"IPR044452"	"Domain"	"EIF2AK2, first double-stranded RNA binding domain"	"Selected"
"IPR044453"	"Domain"	"EIF2AK2, second double-stranded RNA binding domain"	"Selected"
"IPR044454"	"Domain"	"ADAD2, double-stranded RNA binding domain"	"Selected"
"IPR044455"	"Domain"	"ADAD1, double-stranded RNA binding domain"	"Selected"
"IPR044456"	"Domain"	"ADAR1, first double-stranded RNA binding domain"	"Selected"
"IPR044457"	"Domain"	"ADAR1, third double-stranded RNA binding domain"	"Selected"
"IPR044458"	"Domain"	"ADAR2, first double-stranded RNA binding domain"	"Selected"
"IPR044459"	"Domain"	"ADAR2, second double-stranded RNA binding domain"	"Selected"
"IPR044460"	"Domain"	"ADAR3, first double-stranded RNA binding domain"	"Selected"
"IPR044461"	"Domain"	"A1CF, double-stranded RNA binding domain"	"Selected"
"IPR044462"	"Domain"	"RBM46, double-stranded RNA binding domain"	"Selected"
"IPR044463"	"Domain"	"DUS2, double-stranded RNA binding domain"	"Selected"
"IPR044464"	"Domain"	"Staufen 2, second double-stranded RNA binding domain"	"Selected"
"IPR044465"	"Domain"	"PRKRA, first double-stranded RNA binding domain"	"Selected"
"IPR044466"	"Domain"	"PRKRA, second double-stranded RNA binding domain"	"Selected"
"IPR044467"	"Domain"	"PRKRA, third double-stranded RNA binding domain"	"Selected"
"IPR044469"	"Domain"	"TRBP2 , first double-stranded RNA binding domain"	"Selected"
"IPR044470"	"Domain"	"TRBP2 , second double-stranded RNA binding domain"	"Selected"
"IPR044471"	"Domain"	"TRBP2 , third double-stranded RNA binding domain"	"Selected"
"IPR044472"	"Domain"	"STRBP, first double-stranded RNA binding domain"	"Selected"
"IPR044473"	"Domain"	"Staufen 2, third double-stranded RNA binding domain"	"Selected"
"IPR044474"	"Domain"	"Staufen 2, fourth double-stranded RNA binding domain"	"Selected"
"IPR044475"	"Domain"	"Staufen 1, third double-stranded RNA binding domain"	"Selected"
"IPR044476"	"Domain"	"Staufen 2, first double-stranded RNA binding domain"	"Selected"
"IPR044728"	"Domain"	"ATP-dependent RNA helicase eIF4A, DEAD-box helicase domain"	"Selected"
"IPR044748"	"Domain"	"Trm3/ TARBP1, C-terminal"	"Selected"
"IPR044749"	"Domain"	"FANCM, DEAH-box helicase domain"	"Selected"
"IPR044753"	"Domain"	"HELLS, N-terminal"	"Selected"
"IPR044755"	"Domain"	"SMARCA1, N-terminal"	"Selected"
"IPR044756"	"Domain"	"DHX15, DEXH-box helicase domain"	"Selected"
"IPR044763"	"Domain"	"Ded1/Dbp1, DEAD-box helicase domain"	"Selected"
"IPR044764"	"Domain"	"DDX52/Rok1, DEAD-box helicase domain"	"Selected"
"IPR044765"	"Domain"	"DDX47/Rrp3, DEAD-box helicase domain"	"Selected"
"IPR044773"	"Domain"	"DDX18/Has1, DEAD-box helicase domain"	"Selected"
"IPR044861"	"Domain"	"Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain"	"Selected"
"IPR045305"	"Domain"	"PABP, RNA recognition motif 2"	"Selected"
"IPR045462"	"Domain"	"Aminoacyl-tRNA synthetase, class I, anticodon-binding"	"Selected"
"IPR045478"	"Domain"	"Exportin-5, C-terminal domain"	"Selected"
"IPR045602"	"Domain"	"MARF1, first and second LOTUS domain"	"Selected"
"IPR045844"	"Domain"	"Ist3-like, RNA recognition motif"	"Selected"
"IPR000225"	"Repeat"	"Armadillo"	"New"
"IPR001680"	"Repeat"	"WD40 repeat"	"New"
"IPR001715"	"Domain"	"Calponin homology domain"	"New"
"IPR002017"	"Repeat"	"Spectrin repeat"	"New"
"IPR002125"	"Domain"	"Cytidine and deoxycytidylate deaminase domain"	"New"
"IPR002130"	"Domain"	"Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain"	"New"
"IPR002652"	"Domain"	"Importin-alpha, importin-beta-binding domain"	"New"
"IPR003594"	"Domain"	"Histidine kinase/HSP90-like ATPase"	"New"
"IPR003959"	"Domain"	"ATPase, AAA-type, core"	"New"
"IPR007052"	"Domain"	"CS domain"	"New"
"IPR018159"	"Repeat"	"Spectrin/alpha-actinin"	"New"
"IPR018502"	"Repeat"	"Annexin repeat"	"New"
"IPR019734"	"Repeat"	"Tetratricopeptide repeat"	"New"
"IPR020472"	"Repeat"	"G-protein beta WD-40 repeat"	"New"
"IPR032413"	"Repeat"	"Atypical Arm repeat"	"New"
